ticker,entry_date,exit_date,entry,exit,shares,pnl,r_multiple,hold_days,reason,regime
9941,2012-08-01,2012-08-01,20.8248,20.3991,600.247,-255.48,-1.0,0,STOP,CHOPPY
2886,2012-08-01,2012-08-28,11.3765,11.0605,1098.7546,-347.23,-1.0,27,STOP,CHOPPY
3564,2013-03-07,2013-03-08,20.4975,20.2144,606.1536,-171.61,-0.5,1,STOP,UPTREND
2424,2013-08-09,2013-08-26,54.5,51.9612,227.5818,-577.79,-1.0,17,STOP,CHOPPY
4907,2013-08-15,2013-09-06,12.6483,12.9889,488.998,166.52,0.636,22,MA5_BREAK_HALF,CHOPPY
4907,2013-08-15,2013-09-16,12.6483,13.0862,488.998,214.1,0.818,32,MA10_BREAK,CHOPPY
3684,2013-10-09,2013-10-22,11.5418,12.5098,536.2482,519.1,5.293,13,MA5_BREAK_HALF,UPTREND
3684,2013-10-09,2013-10-23,11.5418,12.5098,536.2482,519.1,5.293,14,MA10_BREAK,UPTREND
3466,2013-11-06,2013-11-07,23.3208,23.5781,268.1794,68.98,0.494,1,MA5_BREAK_HALF,UPTREND
3466,2013-11-06,2013-11-08,23.3208,23.7924,268.1794,126.46,0.905,2,MA10_BREAK,UPTREND
2614,2013-12-06,2013-12-06,23.1313,23.0134,541.8105,-63.85,-0.5,0,STOP,UPTREND
5205,2014-03-19,2014-03-19,71.5,71.5,175.1719,0.0,0.0,0,BE_STOP,UPTREND
3097,2014-05-06,2014-05-16,11.4536,12.0934,546.7602,349.79,1.536,10,MA5_BREAK_HALF,UPTREND
3097,2014-05-06,2014-05-21,11.4536,12.0934,546.7602,349.79,1.536,15,MA10_BREAK,UPTREND
5205,2014-05-28,2014-06-04,67.75,64.4928,186.1585,-606.36,-1.0,7,STOP,UPTREND
5603,2014-08-12,2014-08-22,6.7822,8.0836,924.2214,1202.82,6.437,10,MA5_BREAK_HALF,CHOPPY
5603,2014-08-12,2014-09-05,6.7822,8.8818,924.2214,1940.5,10.385,24,MA10_BREAK,CHOPPY
5222,2014-11-11,2014-11-11,13.3479,12.9882,968.6471,-348.4,-1.0,0,STOP,UPTREND
5222,2014-11-12,2014-11-19,13.3479,12.9882,965.3844,-347.22,-1.0,7,STOP,UPTREND
4905,2015-01-14,2015-01-29,30.1845,32.8876,212.7318,575.03,4.247,15,MA5_BREAK_HALF,CHOPPY
4905,2015-01-14,2015-01-30,30.1845,32.4371,212.7318,479.19,3.539,16,MA10_BREAK,CHOPPY
6407,2016-06-03,2016-06-15,11.0103,10.3396,1178.3731,-790.22,-1.0,12,STOP,UPTREND
5443,2016-07-12,2016-08-09,11.5386,13.3743,557.926,1024.18,2.864,28,MA5_BREAK_HALF,UPTREND
5443,2016-07-12,2016-08-22,11.5386,13.6693,557.926,1188.78,3.324,41,MA10_BREAK,UPTREND
2237,2018-06-15,2018-06-20,24.3,24.3,541.2356,0.0,0.0,5,BE_STOP,UPTREND
2237,2018-06-21,2018-06-26,24.5,23.7133,536.8173,-422.34,-1.0,5,STOP,UPTREND
5464,2018-07-12,2018-07-12,13.2416,13.2416,989.2474,0.0,0.0,0,BE_STOP,CHOPPY
3432,2019-02-20,2019-02-26,26.1836,26.6792,250.1419,123.97,0.648,6,MA5_BREAK_HALF,CHOPPY
3432,2019-02-20,2019-03-06,26.1836,26.5966,250.1419,103.31,0.54,14,MA10_BREAK,CHOPPY
3432,2019-03-07,2019-03-08,26.927,26.5336,487.5274,-191.8,-0.5,1,STOP,CHOPPY
3535,2019-03-11,2019-04-01,17.6676,31.1649,370.8398,5005.34,16.998,21,MA5_BREAK_HALF,CHOPPY
3535,2019-03-11,2019-04-11,17.6676,32.5549,370.8398,5520.83,18.749,31,MA10_BREAK,CHOPPY
6221,2019-05-10,2019-05-21,9.6044,10.3656,750.6661,571.4,2.648,11,MA5_BREAK_HALF,UPTREND
6221,2019-05-10,2019-05-23,9.6044,9.6044,750.6661,0.0,0.0,13,BE_STOP,UPTREND
9906,2019-07-24,2019-07-24,13.765,13.765,1052.1858,0.0,0.0,0,BE_STOP,UPTREND
9906,2019-07-26,2019-07-26,13.8044,13.9622,1048.633,165.44,0.565,0,MA10_BREAK,UPTREND
9906,2019-07-29,2019-07-29,14.1199,14.1199,1026.13,0.0,0.0,0,BE_STOP,UPTREND
2838,2019-07-22,2019-08-02,7.0941,6.9749,2042.6605,-243.54,-1.0,11,STOP,UPTREND
3005,2019-08-02,2019-08-26,31.075,31.9176,466.7423,393.28,0.636,24,MA10_BREAK,UPTREND
8070,2019-09-11,2019-09-27,11.218,10.9035,1295.2641,-407.39,-1.0,16,STOP,UPTREND
2849,2019-11-22,2019-11-29,12.7153,12.5501,1138.7372,-188.04,-1.0,7,STOP,UPTREND
1519,2019-12-11,2020-01-06,21.7763,20.646,663.8346,-750.3,-1.0,26,STOP,UPTREND
6219,2020-01-07,2020-01-07,20.7606,20.7606,691.7934,0.0,0.0,0,BE_STOP,UPTREND
6219,2020-01-10,2020-01-13,20.6359,20.1102,696.5071,-366.19,-1.0,3,STOP,UPTREND
5309,2020-01-07,2020-01-30,15.6438,16.1237,918.0636,440.55,0.737,23,MA10_BREAK,UPTREND
3373,2020-02-06,2020-02-06,14.87,14.672,966.4654,-191.33,-0.5,0,STOP,CHOPPY
3373,2020-02-07,2020-03-10,14.8367,34.0743,483.5126,9301.65,48.696,32,MA5_BREAK_HALF,CHOPPY
3373,2020-02-07,2020-03-11,14.8367,32.6073,483.5126,8592.33,44.982,33,MA10_BREAK,CHOPPY
3373,2020-03-12,2020-03-12,32.0739,31.2198,517.0619,-441.59,-1.0,0,STOP,CHOPPY
4927,2020-04-30,2020-05-14,47.9939,51.2951,172.1987,568.46,1.444,14,MA5_BREAK_HALF,CHOPPY
8271,2020-05-28,2020-05-28,39.2356,36.7094,429.3003,-1084.52,-1.0,0,STOP,CHOPPY
4927,2020-04-30,2020-06-02,47.9939,58.4053,172.1987,1792.82,4.556,33,MA10_BREAK,CHOPPY
2548,2020-05-26,2020-06-10,53.1732,55.6473,158.8009,392.9,1.791,15,MA5_BREAK_HALF,CHOPPY
2548,2020-05-26,2020-06-11,53.1732,53.9853,158.8009,128.96,0.588,16,MA10_BREAK,CHOPPY
8271,2020-06-03,2020-06-12,36.8109,34.4408,456.368,-1081.65,-1.0,9,STOP,CHOPPY
6023,2020-06-12,2020-06-15,41.2764,41.5788,402.6822,121.77,0.311,3,MA10_BREAK,CHOPPY
2454,2020-06-17,2020-06-29,355.9326,393.5458,23.3452,878.09,8.436,12,MA5_BREAK_HALF,CHOPPY
4966,2020-07-03,2020-07-03,959.0114,941.6624,17.7445,-307.85,-1.0,0,STOP,CHOPPY
4966,2020-07-06,2020-07-06,950.2132,950.2132,18.055,0.0,0.0,0,BE_STOP,CHOPPY
4966,2020-07-07,2020-07-07,994.2046,976.2189,17.4212,-313.33,-1.0,0,STOP,CHOPPY
4966,2020-07-08,2020-07-08,945.8139,937.2588,18.2689,-156.29,-0.5,0,STOP,UPTREND
3056,2020-06-01,2020-07-09,10.9718,11.7726,1523.4288,1220.03,1.288,38,MA10_BREAK,CHOPPY
4966,2020-07-10,2020-07-10,985.4063,967.5798,17.6952,-315.44,-1.0,0,STOP,UPTREND
4966,2020-07-13,2020-07-13,941.4148,924.3842,18.363,-312.73,-1.0,0,STOP,UPTREND
3014,2020-07-03,2020-07-14,43.7765,49.1351,194.3642,1041.5,1.893,11,MA5_BREAK_HALF,CHOPPY
2454,2020-06-17,2020-07-15,355.9326,431.9471,23.3452,1774.58,17.05,28,MA10_BREAK,CHOPPY
3014,2020-07-03,2020-07-15,43.7765,47.4334,194.3642,710.77,1.292,12,MA10_BREAK,CHOPPY
3609,2020-11-20,2020-11-23,33.9963,32.7929,504.7972,-607.48,-1.0,3,STOP,UPTREND
3034,2020-12-01,2020-12-07,200.2481,201.5655,42.6603,56.2,0.219,6,MA5_BREAK_HALF,UPTREND
2206,2020-12-07,2020-12-11,27.2665,27.9667,629.4372,440.73,0.574,4,MA10_BREAK,UPTREND
3034,2020-12-01,2020-12-15,200.2481,205.8471,42.6603,238.86,0.93,14,MA10_BREAK,UPTREND
3034,2020-12-16,2020-12-22,207.1646,209.47,82.916,191.16,0.37,6,MA10_BREAK,UPTREND
8084,2020-12-29,2021-01-04,72.8,72.7,119.4551,-11.95,-0.035,6,MA5_BREAK_HALF,UPTREND
3034,2020-12-23,2021-01-05,210.7875,236.8065,40.8021,1061.63,4.108,13,MA5_BREAK_HALF,UPTREND
8084,2020-12-29,2021-01-26,72.8,94.4,119.4551,2580.23,7.502,28,MA10_BREAK,UPTREND
3034,2020-12-23,2021-01-28,210.7875,264.143,40.8021,2177.02,8.423,36,MA10_BREAK,UPTREND
1616,2021-05-04,2021-05-04,9.6343,9.3111,1860.7552,-601.39,-1.0,0,STOP,UPTREND
4907,2023-05-24,2023-06-01,33.8747,32.9441,526.9963,-490.44,-1.0,8,STOP,UPTREND
2312,2023-07-20,2023-07-20,15.6527,15.5067,1136.578,-165.96,-0.5,0,STOP,UPTREND
2312,2023-07-21,2023-07-21,15.5573,15.4122,1142.2175,-165.76,-0.5,0,STOP,UPTREND
6449,2023-08-14,2023-08-14,61.7534,60.5926,287.4189,-333.63,-1.0,0,STOP,CHOPPY
6884,2023-10-05,2023-10-16,60.3105,57.0795,293.6039,-948.61,-1.0,11,STOP,CHOPPY
6884,2023-10-19,2023-10-26,61.8397,58.5269,284.4257,-942.26,-1.0,7,STOP,CHOPPY
6640,2023-10-20,2023-10-31,118.3946,113.079,148.5608,-789.7,-1.0,11,STOP,CHOPPY
3711,2023-12-18,2023-12-20,120.4667,122.8013,72.1042,168.34,0.992,2,MA5_BREAK_HALF,UPTREND
3711,2023-12-18,2023-12-21,120.4667,121.4005,72.1042,67.33,0.397,3,MA10_BREAK,UPTREND
2249,2024-06-07,2024-06-19,99.7406,109.0188,87.2351,809.38,2.584,12,MA5_BREAK_HALF,UPTREND
2249,2024-06-07,2024-06-24,99.7406,106.6993,87.2351,607.04,1.938,17,MA10_BREAK,UPTREND
3008,2025-02-03,2025-02-03,2552.4064,2552.4064,6.8872,0.0,0.0,0,BE_STOP,UPTREND
3008,2025-02-06,2025-02-10,2646.9402,2596.3296,6.6412,-336.11,-1.0,4,STOP,UPTREND
3008,2025-02-11,2025-02-14,2580.7667,2531.4214,6.7952,-335.31,-1.0,3,STOP,UPTREND
3090,2025-06-04,2025-06-20,73.8741,70.6373,236.8206,-766.53,-1.0,16,STOP,CHOPPY
