ticker,entry_date,exit_date,entry,exit,shares,pnl,r_multiple,hold_days,reason,regime
9941,2012-08-01,2012-08-01,20.8248,20.3991,600.247,-255.48,-1.0,0,STOP,CHOPPY
2886,2012-08-01,2012-08-28,11.3765,11.0605,1098.7546,-347.23,-1.0,27,STOP,CHOPPY
3564,2013-03-07,2013-03-08,20.4975,20.2144,606.1536,-171.61,-0.5,1,STOP,UPTREND
2408,2013-03-08,2013-03-13,22.9343,22.1882,541.7501,-404.23,-0.5,5,STOP,UPTREND
9906,2013-03-29,2013-04-26,13.3879,15.3256,922.6762,1787.89,2.214,28,MA10_BREAK,UPTREND
1456,2013-05-08,2013-05-10,15.0071,14.8089,838.0135,-166.1,-0.5,2,STOP,UPTREND
2424,2013-08-09,2013-08-26,54.5,51.9612,230.3744,-584.88,-1.0,17,STOP,CHOPPY
4907,2013-08-15,2013-09-06,12.6483,12.9889,494.9983,168.56,0.636,22,MA5_BREAK_HALF,CHOPPY
4907,2013-08-15,2013-09-16,12.6483,13.0862,494.9983,216.72,0.818,32,MA10_BREAK,CHOPPY
3437,2013-09-11,2013-09-27,44.9231,48.7781,139.4992,537.78,1.63,16,MA5_BREAK_HALF,UPTREND
3437,2013-09-11,2013-10-07,44.9231,48.6208,139.4992,515.83,1.564,26,MA10_BREAK,UPTREND
3684,2013-10-09,2013-10-22,11.5418,12.5098,548.5337,530.99,5.293,13,MA5_BREAK_HALF,UPTREND
3684,2013-10-09,2013-10-23,11.5418,12.5098,548.5337,530.99,5.293,14,MA10_BREAK,UPTREND
3466,2013-11-06,2013-11-07,23.3208,23.5781,274.3234,70.56,0.494,1,MA5_BREAK_HALF,UPTREND
3466,2013-11-06,2013-11-08,23.3208,23.7924,274.3234,129.36,0.905,2,MA10_BREAK,UPTREND
3466,2013-11-11,2013-11-12,24.0067,23.4703,534.0122,-286.48,-1.0,1,STOP,CHOPPY
2614,2013-12-06,2013-12-06,23.1313,23.0134,552.6752,-65.13,-0.5,0,STOP,UPTREND
5205,2014-03-10,2014-03-18,67.875,76.875,94.1138,847.02,3.42,8,MA5_BREAK_HALF,UPTREND
5205,2014-03-10,2014-03-20,67.875,73.75,94.1138,552.92,2.232,10,MA10_BREAK,UPTREND
8084,2014-04-07,2014-04-10,26.8627,25.5836,482.1152,-616.71,-1.0,3,STOP,UPTREND
3097,2014-05-06,2014-05-16,11.4536,12.0934,561.9981,359.54,1.536,10,MA5_BREAK_HALF,UPTREND
3097,2014-05-06,2014-05-21,11.4536,12.0934,561.9981,359.54,1.536,15,MA10_BREAK,UPTREND
5205,2014-05-28,2014-06-04,67.75,64.4928,191.3466,-623.26,-1.0,7,STOP,UPTREND
5603,2014-08-06,2014-08-07,6.8921,6.6867,1869.6395,-384.13,-1.0,1,STOP,CHOPPY
5603,2014-08-12,2014-08-22,6.7822,8.0836,946.439,1231.74,6.437,10,MA5_BREAK_HALF,CHOPPY
5603,2014-08-12,2014-09-05,6.7822,8.8818,946.439,1987.15,10.385,24,MA10_BREAK,CHOPPY
5222,2014-11-11,2014-11-11,13.3479,12.9882,991.9327,-356.77,-1.0,0,STOP,UPTREND
5222,2014-11-12,2014-11-19,13.3479,12.9882,988.5916,-355.57,-1.0,7,STOP,UPTREND
4905,2015-01-14,2015-01-29,30.1845,32.8876,217.8457,588.86,4.247,15,MA5_BREAK_HALF,CHOPPY
4905,2015-01-14,2015-01-30,30.1845,32.4371,217.8457,490.71,3.539,16,MA10_BREAK,CHOPPY
3046,2015-01-30,2015-02-02,9.6836,9.351,1373.2855,-456.75,-1.0,3,STOP,UPTREND
8444,2015-02-24,2015-02-26,33.9223,33.1667,389.9793,-294.64,-1.0,2,STOP,UPTREND
2231,2015-10-13,2015-10-29,165.8252,188.5763,39.7773,904.98,2.35,16,MA5_BREAK_HALF,CHOPPY
2231,2015-10-13,2015-11-05,165.8252,185.7617,39.7773,793.02,2.06,23,MA10_BREAK,CHOPPY
6237,2015-11-04,2015-11-19,24.1921,26.6561,277.716,684.29,1.906,15,MA5_BREAK_HALF,CHOPPY
6237,2015-11-04,2015-12-09,24.1921,30.6881,277.716,1804.05,5.025,35,MA10_BREAK,CHOPPY
6407,2016-06-03,2016-06-15,11.0103,10.3396,1245.6976,-835.37,-1.0,12,STOP,UPTREND
1598,2016-06-13,2016-06-20,33.1465,33.5787,207.308,89.6,0.476,7,MA5_BREAK_HALF,UPTREND
1598,2016-06-13,2016-06-22,33.1465,33.1465,207.308,0.0,0.0,9,BE_STOP,UPTREND
3530,2016-06-27,2016-06-27,153.8047,148.5094,88.5683,-468.99,-1.0,0,STOP,UPTREND
5443,2016-07-05,2016-07-11,10.4739,10.2274,1294.9942,-319.15,-0.424,6,MA10_BREAK,UPTREND
5443,2016-07-12,2016-08-09,11.5386,13.3743,586.0186,1075.75,2.864,28,MA5_BREAK_HALF,UPTREND
3520,2016-08-09,2016-08-15,223.5517,207.0283,62.2348,-1028.33,-1.0,6,STOP,UPTREND
5443,2016-07-12,2016-08-22,11.5386,13.6693,586.0186,1248.64,3.324,41,MA10_BREAK,UPTREND
2237,2018-06-15,2018-06-20,24.3,24.3,563.198,0.0,0.0,5,BE_STOP,UPTREND
2237,2018-06-21,2018-06-26,24.5,23.7133,558.6005,-439.48,-1.0,5,STOP,UPTREND
5464,2018-07-12,2018-07-12,13.2416,13.2416,1029.3894,0.0,0.0,0,BE_STOP,CHOPPY
8289,2018-08-29,2018-09-03,10.1925,9.8484,1337.3369,-460.11,-1.0,5,STOP,UPTREND
4942,2019-02-13,2019-02-15,24.5833,24.747,276.0669,45.18,0.14,2,MA5_BREAK_HALF,CHOPPY
4942,2019-02-13,2019-02-22,24.5833,24.7142,276.0669,36.15,0.112,9,MA10_BREAK,CHOPPY
3432,2019-02-20,2019-02-26,26.1836,26.6792,259.4313,128.57,0.648,6,MA5_BREAK_HALF,CHOPPY
3535,2019-03-05,2019-03-05,17.2191,16.4453,790.8785,-612.05,-1.0,0,STOP,CHOPPY
3432,2019-02-20,2019-03-06,26.1836,26.5966,259.4313,107.14,0.54,14,MA10_BREAK,CHOPPY
3432,2019-03-07,2019-03-08,26.927,26.5336,502.5358,-197.7,-0.5,1,STOP,CHOPPY
8467,2019-03-19,2019-03-21,28.9804,28.8993,244.1248,-19.79,-0.051,2,MA5_BREAK_HALF,CHOPPY
8467,2019-03-19,2019-03-22,28.9804,28.1915,244.1248,-192.58,-0.5,3,STOP,CHOPPY
3535,2019-03-06,2019-04-01,16.4568,31.1649,411.5949,6053.75,19.886,26,MA5_BREAK_HALF,CHOPPY
5439,2019-03-14,2019-04-03,31.7912,37.4991,218.6751,1248.19,3.329,20,MA5_BREAK_HALF,CHOPPY
3535,2019-03-06,2019-04-11,16.4568,32.5549,411.5949,6625.9,21.765,36,MA10_BREAK,CHOPPY
5439,2019-03-14,2019-04-11,31.7912,38.5107,218.6751,1469.39,3.919,28,MA10_BREAK,CHOPPY
3551,2019-04-18,2019-04-18,39.3154,39.3154,391.9532,0.0,0.0,0,BE_STOP,UPTREND
3551,2019-04-24,2019-04-24,39.3929,38.5913,391.1817,-313.57,-1.0,0,STOP,UPTREND
6221,2019-05-10,2019-05-21,9.6044,10.3656,800.1821,609.09,2.648,11,MA5_BREAK_HALF,UPTREND
6221,2019-05-10,2019-05-23,9.6044,9.6044,800.1821,0.0,0.0,13,BE_STOP,UPTREND
9906,2019-07-11,2019-07-11,12.3451,12.0952,1260.2754,-314.94,-1.0,0,STOP,UPTREND
2101,2019-07-08,2019-07-17,31.4564,33.0513,245.5261,391.61,1.892,9,MA5_BREAK_HALF,UPTREND
2101,2019-07-08,2019-07-23,31.4564,33.3172,245.5261,456.87,2.207,15,MA10_BREAK,UPTREND
9906,2019-07-24,2019-07-24,13.765,13.765,1126.4334,0.0,0.0,0,BE_STOP,UPTREND
3548,2019-07-24,2019-07-30,53.8708,54.2532,287.8244,110.06,0.241,6,MA10_BREAK,UPTREND
8499,2019-07-29,2019-07-30,103.4943,99.4336,150.182,-609.84,-1.0,1,STOP,UPTREND
2838,2019-07-22,2019-08-02,7.0941,6.9749,2186.9927,-260.75,-1.0,11,STOP,UPTREND
9906,2019-07-25,2019-08-05,13.9227,13.9227,1116.3916,0.0,0.0,11,BE_STOP,UPTREND
3548,2019-07-31,2019-08-06,54.3332,52.7328,285.4405,-456.82,-1.0,6,STOP,UPTREND
3005,2019-08-02,2019-08-26,31.075,31.9176,499.8024,421.13,0.636,24,MA10_BREAK,UPTREND
8070,2019-09-11,2019-09-27,11.218,10.9035,1374.0328,-432.16,-1.0,16,STOP,UPTREND
6239,2019-10-23,2019-10-29,66.2749,68.4361,115.88,250.43,0.883,6,MA5_BREAK_HALF,UPTREND
6239,2019-10-23,2019-11-06,66.2749,68.2199,115.88,225.39,0.795,14,MA10_BREAK,UPTREND
2849,2019-11-21,2019-11-26,12.7952,12.6291,1205.0856,-200.25,-1.0,5,STOP,UPTREND
5309,2019-12-16,2019-12-20,10.6052,10.9411,1445.4745,485.55,0.761,4,MA10_BREAK,UPTREND
1519,2019-12-11,2020-01-06,21.7763,20.646,706.9312,-799.01,-1.0,26,STOP,UPTREND
5309,2020-01-06,2020-01-06,15.6918,15.039,979.1272,-639.19,-1.0,0,STOP,UPTREND
6219,2020-01-07,2020-01-07,20.7606,20.7606,735.78,0.0,0.0,0,BE_STOP,UPTREND
6219,2020-01-09,2020-01-10,21.01,20.4747,726.4891,-388.88,-1.0,1,STOP,UPTREND
6219,2020-01-13,2020-01-13,20.7606,20.2317,733.4385,-387.94,-1.0,0,STOP,UPTREND
5309,2020-01-07,2020-01-30,15.6438,16.1237,976.4372,468.57,0.737,23,MA10_BREAK,UPTREND
3373,2020-02-06,2020-02-06,14.87,14.672,1024.6604,-202.86,-0.5,0,STOP,CHOPPY
3373,2020-02-07,2020-03-10,14.8367,34.0743,512.627,9861.74,48.696,32,MA5_BREAK_HALF,CHOPPY
3373,2020-02-07,2020-03-11,14.8367,32.6073,512.627,9109.72,44.982,33,MA10_BREAK,CHOPPY
3373,2020-03-12,2020-03-12,32.0739,31.2198,548.1964,-468.18,-1.0,0,STOP,CHOPPY
4927,2020-04-29,2020-05-04,48.7557,46.434,359.4297,-834.49,-1.0,5,STOP,CHOPPY
6213,2020-05-14,2020-05-18,117.7465,109.7637,147.9444,-1181.01,-1.0,4,STOP,CHOPPY
8271,2020-05-28,2020-05-28,39.2356,36.7094,439.7445,-1110.9,-1.0,0,STOP,CHOPPY
1315,2020-05-29,2020-06-02,66.7519,67.9376,128.0735,151.85,0.443,4,MA5_BREAK_HALF,CHOPPY
1315,2020-05-29,2020-06-03,66.7519,66.7519,128.0735,0.0,0.0,5,BE_STOP,CHOPPY
2548,2020-05-26,2020-06-10,53.1732,55.6473,162.4156,401.84,1.791,15,MA5_BREAK_HALF,CHOPPY
2548,2020-05-26,2020-06-11,53.1732,53.9853,162.4156,131.9,0.588,16,MA10_BREAK,CHOPPY
3056,2020-06-03,2020-06-12,11.1151,10.4853,1555.2121,-979.47,-1.0,9,STOP,CHOPPY
6023,2020-06-12,2020-06-15,41.2764,41.5788,417.2194,126.16,0.311,3,MA10_BREAK,CHOPPY
2404,2020-05-26,2020-06-19,145.6,148.7788,118.6285,377.09,0.343,24,MA10_BREAK,CHOPPY
2454,2020-06-17,2020-06-29,355.9326,393.5458,24.1881,909.79,8.436,12,MA5_BREAK_HALF,CHOPPY
4966,2020-07-03,2020-07-03,959.0114,941.6624,18.15,-314.88,-1.0,0,STOP,CHOPPY
4966,2020-07-06,2020-07-06,950.2132,950.2132,18.3471,0.0,0.0,0,BE_STOP,CHOPPY
4966,2020-07-07,2020-07-07,994.2046,976.2189,17.6546,-317.53,-1.0,0,STOP,CHOPPY
4966,2020-07-08,2020-07-08,945.8139,937.2588,18.5211,-158.45,-0.5,0,STOP,UPTREND
4966,2020-07-10,2020-07-10,985.4063,967.5798,18.1229,-323.07,-1.0,0,STOP,UPTREND
2313,2020-07-08,2020-07-13,40.1658,36.7794,436.1302,-1476.93,-1.0,5,STOP,UPTREND
4966,2020-07-13,2020-07-13,941.4148,924.3842,18.6799,-318.13,-1.0,0,STOP,UPTREND
3014,2020-07-03,2020-07-14,43.7765,49.1351,198.8054,1065.3,1.893,11,MA5_BREAK_HALF,CHOPPY
2454,2020-06-17,2020-07-15,355.9326,431.9471,24.1881,1838.65,17.05,28,MA10_BREAK,CHOPPY
3014,2020-07-03,2020-07-15,43.7765,47.4334,198.8054,727.01,1.292,12,MA10_BREAK,CHOPPY
3533,2020-07-09,2020-07-16,366.5195,386.5037,24.2275,484.17,0.803,7,MA5_BREAK_HALF,UPTREND
3533,2020-07-09,2020-07-24,366.5195,383.5273,24.2275,412.06,0.683,15,MA10_BREAK,UPTREND
3609,2020-11-20,2020-11-23,33.9963,32.7929,514.045,-618.61,-1.0,3,STOP,UPTREND
3034,2020-12-01,2020-12-07,200.2481,201.5655,43.4418,57.23,0.219,6,MA5_BREAK_HALF,UPTREND
1456,2020-12-07,2020-12-09,14.3447,13.5662,1216.0675,-946.72,-1.0,2,STOP,UPTREND
2206,2020-12-04,2020-12-11,27.3901,27.9667,637.4238,367.56,0.47,7,MA10_BREAK,UPTREND
3034,2020-12-01,2020-12-15,200.2481,205.8471,43.4418,243.23,0.93,14,MA10_BREAK,UPTREND
3034,2020-12-16,2020-12-22,207.1646,209.47,83.8148,193.23,0.37,6,MA10_BREAK,UPTREND
8084,2020-12-29,2021-01-04,72.8,72.7,120.7499,-12.08,-0.035,6,MA5_BREAK_HALF,UPTREND
3034,2020-12-23,2021-01-05,210.7875,236.8065,41.2444,1073.14,4.108,13,MA5_BREAK_HALF,UPTREND
8084,2020-12-29,2021-01-26,72.8,94.4,120.7499,2608.2,7.502,28,MA10_BREAK,UPTREND
3034,2020-12-23,2021-01-28,210.7875,264.143,41.2444,2200.62,8.423,36,MA10_BREAK,UPTREND
5529,2021-04-13,2021-04-26,30.3201,35.7709,298.8343,1628.88,2.828,13,MA5_BREAK_HALF,UPTREND
5529,2021-04-13,2021-04-27,30.3201,34.6637,298.8343,1298.02,2.254,14,MA10_BREAK,UPTREND
1616,2021-05-04,2021-05-04,9.6343,9.3111,1918.8997,-620.18,-1.0,0,STOP,UPTREND
2064,2021-07-07,2021-07-13,17.7078,17.797,1039.64,92.74,0.077,6,MA10_BREAK,UPTREND
