date,equity
2016-05-26,100000.0
2016-05-27,100035.80736207748
2016-05-31,99717.12494824565
2016-06-01,99682.69525050181
2016-06-02,99315.66680466829
2016-06-03,99220.38185315636
2016-06-06,99145.32560091605
2016-06-07,99347.07824637168
2016-06-08,99692.68343606482
2016-06-09,99429.31927105105
2016-06-10,98815.63135758179
2016-06-13,98364.71679932805
2016-06-14,98103.52233602905
2016-06-15,98087.11806322524
2016-06-16,98300.50328078757
2016-06-17,98339.91698337256
2016-06-20,98744.47154887771
2016-06-21,98822.68749325357
2016-06-22,98728.7642069323
2016-06-23,99438.34540415558
2016-06-24,98888.69841104216
2016-06-27,97677.50722269184
2016-06-28,97968.83086731483
2016-06-29,98572.92688542217
2016-06-30,99196.96761014979
2016-07-01,98958.66078318715
2016-07-05,98434.35493568216
2016-07-06,99181.83894607118
2016-07-07,99450.16440379249
2016-07-08,99833.37555068318
2016-07-11,99665.28139200843
2016-07-12,100162.5907394701
2016-07-13,99562.38584379945
2016-07-14,99385.00434403917
2016-07-15,99672.56896667088
2016-07-18,99849.68209446275
2016-07-19,99696.52664464395
2016-07-20,99796.00321378418
2016-07-21,99639.99011825726
2016-07-22,99884.88996367811
2016-07-25,99779.47342186382
2016-07-26,99933.26807909463
2016-07-27,99927.06127700057
2016-07-28,100039.79998964019
2016-07-29,100731.38322563685
2016-08-01,99408.36683587763
2016-08-02,99465.51421804522
2016-08-03,100134.55909116671
2016-08-04,99645.45501221168
2016-08-05,99831.14977099233
2016-08-08,98957.03935961743
2016-08-09,99099.84247613093
2016-08-10,99283.91784334957
2016-08-11,99526.01862132459
2016-08-12,99385.06472639882
2016-08-15,99382.47885991554
2016-08-16,99285.49258796865
2016-08-17,100358.57712299516
2016-08-18,100649.31633998008
2016-08-19,100091.32909185723
2016-08-22,100151.26174816184
2016-08-23,101647.77033847687
2016-08-24,101155.58455933018
2016-08-25,99859.76509826595
2016-08-26,99788.08073498441
2016-08-29,100012.60636282852
2016-08-30,99645.32816287223
2016-08-31,99761.63265073913
2016-09-01,99494.52518416275
2016-09-02,100703.23546506296
2016-09-06,100924.92240334487
2016-09-07,99534.53429532904
2016-09-08,98998.16094646632
2016-09-09,97484.1970514839
2016-09-12,98142.26850825192
2016-09-13,97422.68527623717
2016-09-14,97304.32353157128
2016-09-15,97713.21949895602
2016-09-16,97780.27571290865
2016-09-19,98333.62628965909
2016-09-20,98307.90822952797
2016-09-21,98860.18905452744
2016-09-22,99295.05588460458
2016-09-23,98658.7666168283
2016-09-26,97306.78508113183
2016-09-27,98206.8804474128
2016-09-28,97951.86010388995
2016-09-29,97029.68062969155
2016-09-30,97857.67205133318
2016-10-03,97613.44234628577
2016-10-04,97574.18837226435
2016-10-05,97775.24616708842
2016-10-06,97466.8977757868
2016-10-07,97287.8878335473
2016-10-10,97079.0544878296
2016-10-11,96068.56960817985
2016-10-12,96017.3537614833
2016-10-13,95978.4891838883
2016-10-14,96026.92409306002
2016-10-17,95881.37870921683
2016-10-18,96087.7939858796
2016-10-19,96760.26163857762
2016-10-20,96507.14841521297
2016-10-21,96479.81339134983
2016-10-24,96697.04434988144
2016-10-25,96716.60408519194
2016-10-26,96813.75447656812
2016-10-27,96718.55142704163
2016-10-28,96695.88388880026
2016-10-31,96682.40502853597
2016-11-01,95878.2733969276
2016-11-02,95534.77766215366
2016-11-03,95647.45440864646
2016-11-04,95696.17538786505
2016-11-07,96597.71858822033
2016-11-08,96602.66272124233
2016-11-09,97186.29950996459
2016-11-10,97361.14342836317
2016-11-11,98118.64357367724
2016-11-14,98399.62750314345
2016-11-15,98524.46254822522
2016-11-16,98407.37855606279
2016-11-17,98464.29121446205
2016-11-18,98338.16560180622
2016-11-21,98497.73967061147
2016-11-22,98636.28587016663
2016-11-23,98930.6220688038
2016-11-25,99008.47629566325
2016-11-28,98443.32698996278
2016-11-29,98361.35807787621
2016-11-30,98348.75496546952
2016-12-01,98403.15915758463
2016-12-02,98254.90764833745
2016-12-05,98445.32289229699
2016-12-06,98713.25836587611
2016-12-07,98759.49844267833
2016-12-08,98729.57630848204
2016-12-09,98337.87024046121
2016-12-12,98105.29812046922
2016-12-13,98050.89392835411
2016-12-14,98884.06121464899
2016-12-15,99365.41708770036
2016-12-16,99171.78169352571
2016-12-19,99394.04979007464
2016-12-20,99463.59337496542
2016-12-21,99512.67980392797
2016-12-22,99432.22863176254
2016-12-23,99439.04615958752
2016-12-27,99388.59828266395
2016-12-28,99175.86946674874
2016-12-29,99229.05167072754
2016-12-30,99237.31761269309
2017-01-03,99177.5527514315
2017-01-04,100075.67091213216
2017-01-05,98215.38754081883
2017-01-06,97973.5462132353
2017-01-09,97449.0891181106
2017-01-10,98671.3310619205
2017-01-11,99225.6492431459
2017-01-12,98569.14085006835
2017-01-13,99095.68030650867
2017-01-17,97921.21816418588
2017-01-18,98463.64091509097
2017-01-19,98234.7270529343
2017-01-20,98396.53559659256
2017-01-23,98605.1153166767
2017-01-24,99892.89196359811
2017-01-25,99884.31848561634
2017-01-26,99871.13298867582
2017-01-27,99699.88163863475
2017-01-30,99262.43134123542
2017-01-31,99152.76816213713
2017-02-01,99113.395673199
2017-02-02,99134.61734715516
2017-02-03,99556.23539866185
2017-02-06,99464.4685182334
2017-02-07,99302.89788127199
2017-02-08,99676.16906697265
2017-02-09,100551.47732856206
2017-02-10,100717.45339713234
2017-02-13,101129.4193824803
2017-02-14,101317.10628588576
2017-02-15,102287.02654086928
2017-02-16,102150.637308403
