ticker,entry_date,exit_date,entry,exit,shares,pnl,r_multiple,hold_days,reason,regime
5519,2011-07-04,2011-07-13,7.0979,8.1626,880.5394,937.5,6.03,9,MA5_BREAK_HALF,CHOPPY
5519,2011-07-04,2011-07-18,7.0979,8.0216,880.5394,813.32,5.231,14,MA10_BREAK,CHOPPY
8926,2011-08-01,2011-08-08,8.2556,8.0694,1540.6242,-286.89,-1.0,7,STOP,CHOPPY
1808,2011-10-18,2011-11-02,3.8548,3.989,1645.0765,220.75,0.548,15,MA5_BREAK_HALF,CHOPPY
1808,2011-10-18,2011-11-03,3.8548,3.9829,1645.0765,210.71,0.523,16,MA10_BREAK,CHOPPY
2433,2011-10-27,2011-11-07,12.2291,13.1454,520.9154,477.32,2.245,11,MA5_BREAK_HALF,CHOPPY
2433,2011-10-27,2011-11-08,12.2291,12.8811,520.9154,339.63,1.597,12,MA10_BREAK,CHOPPY
2904,2012-03-07,2012-03-20,9.3941,10.559,683.3575,796.02,3.615,13,MA5_BREAK_HALF,CHOPPY
2904,2012-03-07,2012-03-27,9.3941,10.6153,683.3575,834.54,3.79,20,MA10_BREAK,CHOPPY
2450,2012-03-29,2012-03-30,70.1339,64.7587,185.9708,-999.64,-1.0,1,STOP,UPTREND
9941,2012-08-01,2012-08-01,20.8248,20.3991,620.3147,-264.02,-1.0,0,STOP,CHOPPY
1736,2012-08-07,2012-08-23,40.6199,37.511,317.7476,-987.85,-1.0,16,STOP,CHOPPY
2886,2012-08-01,2012-08-28,11.3765,11.0605,1135.4887,-358.84,-1.0,27,STOP,CHOPPY
2514,2012-08-06,2012-08-28,13.478,15.9722,477.1357,1190.05,2.611,22,MA5_BREAK_HALF,CHOPPY
2514,2012-08-06,2012-08-30,13.478,16.0201,477.1357,1212.94,2.662,24,MA10_BREAK,CHOPPY
3265,2012-09-04,2012-09-18,19.2606,18.1815,675.8341,-729.24,-1.0,14,STOP,CHOPPY
5529,2012-09-07,2012-09-19,19.2396,20.3084,337.4084,360.64,1.266,12,MA5_BREAK_HALF,CHOPPY
5529,2012-09-07,2012-09-20,19.2396,19.9146,337.4084,227.78,0.8,13,MA10_BREAK,CHOPPY
2330,2012-10-01,2012-10-08,62.2289,62.1592,104.4477,-7.28,-0.049,7,MA5_BREAK_HALF,CHOPPY
2330,2012-10-01,2012-10-09,62.2289,60.7639,104.4477,-153.02,-1.024,8,MA10_BREAK,CHOPPY
6199,2013-01-15,2013-01-16,36.6774,34.9309,177.3571,-309.76,-0.839,1,MA5_BREAK_HALF,UPTREND
6199,2013-01-15,2013-01-17,36.6774,34.534,177.3571,-380.16,-1.029,2,MA10_BREAK,UPTREND
2436,2013-02-22,2013-03-04,14.8357,14.0908,877.842,-653.9,-1.0,10,STOP,UPTREND
3131,2013-02-19,2013-03-11,107.9163,161.0313,59.855,3179.2,5.269,20,MA5_BREAK_HALF,UPTREND
3131,2013-02-19,2013-03-13,107.9163,156.2538,59.855,2893.24,4.795,22,MA10_BREAK,UPTREND
2408,2013-03-08,2013-03-13,22.9343,21.5009,304.7701,-436.85,-0.961,5,MA5_BREAK_HALF,UPTREND
2408,2013-03-08,2013-03-15,22.9343,20.3791,304.7701,-778.74,-1.712,7,MA10_BREAK,UPTREND
1467,2013-03-07,2013-03-18,10.5481,10.6353,1301.3858,113.45,0.36,11,MA10_BREAK,UPTREND
3564,2013-03-07,2013-04-02,20.4975,29.202,334.8489,2914.67,15.373,26,MA5_BREAK_HALF,UPTREND
5521,2013-03-25,2013-04-02,9.6989,9.738,723.567,28.3,0.194,8,MA5_BREAK_HALF,CHOPPY
5521,2013-03-25,2013-04-03,9.6989,9.6989,723.567,-0.0,-0.0,9,MA10_BREAK,CHOPPY
3564,2013-03-07,2013-04-08,20.4975,28.3596,334.8489,2632.61,13.885,32,MA10_BREAK,UPTREND
5521,2013-04-08,2013-04-08,9.6598,9.4594,1470.0144,-294.61,-1.0,0,STOP,UPTREND
3537,2013-04-09,2013-04-10,11.4243,11.4054,1221.8929,-23.04,-0.056,1,MA10_BREAK,CHOPPY
9906,2013-03-29,2013-04-26,13.3879,15.3256,1064.7762,2063.24,2.214,28,MA10_BREAK,UPTREND
1456,2013-05-06,2013-05-10,14.4896,14.4896,494.5744,0.0,0.0,4,MA5_BREAK_HALF,UPTREND
1456,2013-05-06,2013-05-13,14.4896,13.7134,494.5744,-383.9,-2.028,7,MA10_BREAK,UPTREND
3630,2013-05-16,2013-05-20,95.7135,92.0717,74.5405,-271.46,-1.05,4,MA5_BREAK_HALF,UPTREND
3630,2013-05-16,2013-05-21,95.7135,85.6286,74.5405,-751.74,-2.907,5,MA10_BREAK,UPTREND
1432,2013-06-03,2013-06-13,37.5379,44.9977,188.6312,1407.16,3.099,10,MA5_BREAK_HALF,UPTREND
1432,2013-06-03,2013-06-14,37.5379,41.8944,188.6312,821.78,1.81,11,MA10_BREAK,UPTREND
2349,2013-07-24,2013-08-09,23.467,20.8175,615.7794,-1631.51,-1.0,16,STOP,UPTREND
5512,2013-01-08,2013-08-19,8.342,7.8607,1555.8949,-748.81,-1.0,223,STOP,UPTREND
8099,2013-08-14,2013-08-22,11.7121,10.7399,1213.4012,-1179.6,-1.0,8,STOP,CHOPPY
2424,2013-08-09,2013-08-26,54.5,51.9612,261.8075,-664.68,-1.0,17,STOP,CHOPPY
4907,2013-08-15,2013-09-06,12.6483,12.9889,560.4629,190.86,0.636,22,MA5_BREAK_HALF,CHOPPY
2424,2013-09-02,2013-09-11,56.5,56.3333,123.5691,-20.6,-0.044,9,MA5_BREAK_HALF,UPTREND
4907,2013-08-15,2013-09-16,12.6483,13.0862,560.4629,245.39,0.818,32,MA10_BREAK,CHOPPY
3437,2013-09-11,2013-09-27,44.9231,48.7781,156.2336,602.29,1.63,16,MA5_BREAK_HALF,UPTREND
3437,2013-09-11,2013-10-07,44.9231,48.6208,156.2336,577.7,1.564,26,MA10_BREAK,UPTREND
2424,2013-09-02,2013-10-08,56.5,62.1667,123.5691,700.22,1.491,36,MA10_BREAK,UPTREND
3684,2013-10-07,2013-10-08,11.7652,11.5788,1203.7786,-224.43,-1.0,1,STOP,UPTREND
2231,2013-09-25,2013-10-17,36.0245,33.6114,395.1076,-953.44,-1.0,22,STOP,UPTREND
3684,2013-10-09,2013-10-22,11.5418,12.5098,609.9415,590.44,5.293,13,MA5_BREAK_HALF,UPTREND
3684,2013-10-09,2013-10-23,11.5418,12.5098,609.9415,590.44,5.293,14,MA10_BREAK,UPTREND
3684,2013-10-24,2013-10-28,12.5098,12.3116,1135.887,-225.17,-1.0,4,STOP,UPTREND
2308,2013-10-29,2013-11-05,109.1192,104.0774,129.9646,-655.26,-1.0,7,STOP,UPTREND
1472,2013-11-01,2013-11-05,109.2812,103.0848,129.5102,-802.49,-1.0,4,STOP,UPTREND
3466,2013-11-04,2013-11-05,24.3497,23.8056,580.9947,-316.14,-1.0,1,STOP,UPTREND
3466,2013-11-06,2013-11-07,23.3208,23.5781,299.3007,76.98,0.494,1,MA5_BREAK_HALF,UPTREND
