ticker,entry_date,exit_date,entry,exit,shares,pnl,r_multiple,hold_days,reason,regime
9941,2012-08-01,2012-08-01,20.8248,20.3991,600.247,-255.48,-1.0,0,STOP,CHOPPY
2886,2012-08-01,2012-08-28,11.3765,11.0605,1098.7546,-347.23,-1.0,27,STOP,CHOPPY
3564,2013-03-07,2013-03-08,20.4975,20.2144,606.1536,-171.61,-0.5,1,STOP,UPTREND
2408,2013-03-08,2013-03-13,22.9343,22.1882,541.7501,-404.23,-0.5,5,STOP,UPTREND
9906,2013-04-01,2013-04-26,13.2411,15.3256,932.9054,1944.66,2.408,25,MA10_BREAK,UPTREND
2424,2013-08-09,2013-08-26,54.5,51.9612,231.1149,-586.76,-1.0,17,STOP,CHOPPY
4907,2013-08-15,2013-09-06,12.6483,12.9889,496.5895,169.1,0.636,22,MA5_BREAK_HALF,CHOPPY
4907,2013-08-15,2013-09-16,12.6483,13.0862,496.5895,217.42,0.818,32,MA10_BREAK,CHOPPY
3684,2013-10-09,2013-10-22,11.5418,12.5098,544.5732,527.16,5.293,13,MA5_BREAK_HALF,UPTREND
3684,2013-10-09,2013-10-23,11.5418,12.5098,544.5732,527.16,5.293,14,MA10_BREAK,UPTREND
3466,2013-11-06,2013-11-07,23.3208,23.5781,272.3428,70.05,0.494,1,MA5_BREAK_HALF,UPTREND
3466,2013-11-06,2013-11-08,23.3208,23.7924,272.3428,128.43,0.905,2,MA10_BREAK,UPTREND
3466,2013-11-11,2013-11-12,24.0067,23.4703,530.1566,-284.41,-1.0,1,STOP,CHOPPY
2614,2013-12-06,2013-12-06,23.1313,23.0134,548.6849,-64.66,-0.5,0,STOP,UPTREND
5205,2014-03-10,2014-03-18,67.875,76.875,93.4343,840.91,3.42,8,MA5_BREAK_HALF,UPTREND
5205,2014-03-10,2014-03-20,67.875,73.75,93.4343,548.93,2.232,10,MA10_BREAK,UPTREND
3097,2014-05-06,2014-05-16,11.4536,12.0934,561.2814,359.08,1.536,10,MA5_BREAK_HALF,UPTREND
3097,2014-05-06,2014-05-21,11.4536,12.0934,561.2814,359.08,1.536,15,MA10_BREAK,UPTREND
5205,2014-05-28,2014-06-04,67.75,64.4928,191.1026,-622.46,-1.0,7,STOP,UPTREND
5603,2014-08-12,2014-08-22,6.7822,8.0836,948.7675,1234.77,6.437,10,MA5_BREAK_HALF,CHOPPY
5603,2014-08-12,2014-09-05,6.7822,8.8818,948.7675,1992.04,10.385,24,MA10_BREAK,CHOPPY
5222,2014-11-11,2014-11-11,13.3479,12.9882,994.373,-357.65,-1.0,0,STOP,UPTREND
5222,2014-11-12,2014-11-19,13.3479,12.9882,991.0237,-356.44,-1.0,7,STOP,UPTREND
4905,2015-01-14,2015-01-29,30.1845,32.8876,218.3817,590.3,4.247,15,MA5_BREAK_HALF,CHOPPY
4905,2015-01-14,2015-01-30,30.1845,32.4371,218.3817,491.92,3.539,16,MA10_BREAK,CHOPPY
3046,2015-01-30,2015-02-02,9.6836,9.351,1376.6641,-457.87,-1.0,3,STOP,UPTREND
8444,2015-02-24,2015-02-26,33.9223,33.1667,390.9388,-295.37,-1.0,2,STOP,UPTREND
6407,2016-06-03,2016-06-15,11.0103,10.3396,1201.1175,-805.48,-1.0,12,STOP,UPTREND
5443,2016-07-05,2016-07-11,10.4739,10.2274,1253.0157,-308.8,-0.424,6,MA10_BREAK,UPTREND
5443,2016-07-12,2016-08-09,11.5386,13.3743,567.0222,1040.88,2.864,28,MA5_BREAK_HALF,UPTREND
5443,2016-07-12,2016-08-22,11.5386,13.6693,567.0222,1208.16,3.324,41,MA10_BREAK,UPTREND
2237,2018-06-15,2018-06-20,24.3,24.3,550.0597,0.0,0.0,5,BE_STOP,UPTREND
2237,2018-06-21,2018-06-26,24.5,23.7133,545.5694,-429.22,-1.0,5,STOP,UPTREND
5464,2018-07-12,2018-07-12,13.2416,13.2416,1005.3758,0.0,0.0,0,BE_STOP,CHOPPY
4942,2019-02-13,2019-02-15,24.5833,24.747,270.7692,44.32,0.14,2,MA5_BREAK_HALF,CHOPPY
4942,2019-02-13,2019-02-22,24.5833,24.7142,270.7692,35.45,0.112,9,MA10_BREAK,CHOPPY
3432,2019-02-20,2019-02-26,26.1836,26.6792,254.4529,126.1,0.648,6,MA5_BREAK_HALF,CHOPPY
3432,2019-02-20,2019-03-06,26.1836,26.5966,254.4529,105.09,0.54,14,MA10_BREAK,CHOPPY
3432,2019-03-07,2019-03-08,26.927,26.5336,495.6782,-195.01,-0.5,1,STOP,CHOPPY
3535,2019-03-06,2019-04-01,16.4568,31.1649,405.9764,5971.11,19.886,26,MA5_BREAK_HALF,CHOPPY
3535,2019-03-06,2019-04-11,16.4568,32.5549,405.9764,6535.45,21.765,36,MA10_BREAK,CHOPPY
6221,2019-05-10,2019-05-21,9.6044,10.3656,775.1951,590.07,2.648,11,MA5_BREAK_HALF,UPTREND
6221,2019-05-10,2019-05-23,9.6044,9.6044,775.1951,0.0,0.0,13,BE_STOP,UPTREND
9906,2019-07-24,2019-07-24,13.765,13.765,1086.5674,0.0,0.0,0,BE_STOP,UPTREND
9906,2019-07-26,2019-07-26,13.8044,13.9622,1082.8984,170.84,0.565,0,MA10_BREAK,UPTREND
9906,2019-07-29,2019-07-29,14.1199,14.1199,1059.6601,0.0,0.0,0,BE_STOP,UPTREND
2838,2019-07-22,2019-08-02,7.0941,6.9749,2109.4071,-251.5,-1.0,11,STOP,UPTREND
3005,2019-08-02,2019-08-26,31.075,31.9176,481.9937,406.13,0.636,24,MA10_BREAK,UPTREND
8070,2019-09-11,2019-09-27,11.218,10.9035,1337.5886,-420.7,-1.0,16,STOP,UPTREND
2849,2019-11-21,2019-11-26,12.7952,12.6291,1168.5973,-194.19,-1.0,5,STOP,UPTREND
1519,2019-12-11,2020-01-06,21.7763,20.646,685.5263,-774.82,-1.0,26,STOP,UPTREND
6219,2020-01-07,2020-01-07,20.7606,20.7606,714.3987,0.0,0.0,0,BE_STOP,UPTREND
6219,2020-01-10,2020-01-13,20.6359,20.1102,719.2664,-378.16,-1.0,3,STOP,UPTREND
5309,2020-01-07,2020-01-30,15.6438,16.1237,948.0626,454.95,0.737,23,MA10_BREAK,UPTREND
3373,2020-02-06,2020-02-06,14.87,14.672,998.0459,-197.59,-0.5,0,STOP,CHOPPY
3373,2020-02-07,2020-03-10,14.8367,34.0743,499.312,9605.59,48.696,32,MA5_BREAK_HALF,CHOPPY
3373,2020-02-07,2020-03-11,14.8367,32.6073,499.312,8873.1,44.982,33,MA10_BREAK,CHOPPY
3373,2020-03-12,2020-03-12,32.0739,31.2198,533.9576,-456.02,-1.0,0,STOP,CHOPPY
4927,2020-04-29,2020-05-04,48.7557,46.434,350.0939,-812.81,-1.0,5,STOP,CHOPPY
6213,2020-05-14,2020-05-18,117.7465,109.7637,144.1017,-1150.34,-1.0,4,STOP,CHOPPY
8271,2020-05-28,2020-05-28,39.2356,36.7094,429.7033,-1085.53,-1.0,0,STOP,CHOPPY
2548,2020-05-26,2020-06-10,53.1732,55.6473,158.1971,391.4,1.791,15,MA5_BREAK_HALF,CHOPPY
2548,2020-05-26,2020-06-11,53.1732,53.9853,158.1971,128.47,0.588,16,MA10_BREAK,CHOPPY
2404,2020-05-29,2020-06-12,142.1902,147.9869,58.8559,341.17,0.64,14,MA5_BREAK_HALF,CHOPPY
6023,2020-06-12,2020-06-15,41.2764,41.5788,407.8146,123.32,0.311,3,MA10_BREAK,CHOPPY
2404,2020-05-29,2020-06-19,142.1902,148.7788,58.8559,387.78,0.727,21,MA10_BREAK,CHOPPY
2454,2020-06-17,2020-06-29,355.9326,393.5458,23.7034,891.56,8.436,12,MA5_BREAK_HALF,CHOPPY
4966,2020-07-03,2020-07-03,959.0114,941.6624,17.9838,-312.0,-1.0,0,STOP,CHOPPY
4966,2020-07-06,2020-07-06,950.2132,950.2132,18.2971,0.0,0.0,0,BE_STOP,CHOPPY
4966,2020-07-07,2020-07-07,994.2046,976.2189,17.6543,-317.52,-1.0,0,STOP,CHOPPY
4966,2020-07-08,2020-07-08,945.8139,937.2588,18.5136,-158.39,-0.5,0,STOP,UPTREND
3056,2020-06-01,2020-07-09,10.9718,11.7726,1525.2355,1221.48,1.288,38,MA10_BREAK,CHOPPY
4966,2020-07-10,2020-07-10,985.4063,967.5798,17.9523,-320.03,-1.0,0,STOP,UPTREND
4966,2020-07-13,2020-07-13,941.4148,924.3842,18.6871,-318.25,-1.0,0,STOP,UPTREND
3014,2020-07-03,2020-07-14,43.7765,49.1351,196.9857,1055.55,1.893,11,MA5_BREAK_HALF,CHOPPY
2454,2020-06-17,2020-07-15,355.9326,431.9471,23.7034,1801.8,17.05,28,MA10_BREAK,CHOPPY
3014,2020-07-03,2020-07-15,43.7765,47.4334,196.9857,720.35,1.292,12,MA10_BREAK,CHOPPY
3533,2020-07-09,2020-07-16,366.5195,386.5037,24.1756,483.13,0.803,7,MA5_BREAK_HALF,UPTREND
3533,2020-07-09,2020-07-24,366.5195,383.5273,24.1756,411.18,0.683,15,MA10_BREAK,UPTREND
3609,2020-11-20,2020-11-23,33.9963,32.7929,514.8906,-619.62,-1.0,3,STOP,UPTREND
3034,2020-12-01,2020-12-07,200.2481,201.5655,43.5133,57.33,0.219,6,MA5_BREAK_HALF,UPTREND
2206,2020-12-04,2020-12-11,27.3901,27.9667,638.4723,368.17,0.47,7,MA10_BREAK,UPTREND
3034,2020-12-01,2020-12-15,200.2481,205.8471,43.5133,243.63,0.93,14,MA10_BREAK,UPTREND
3034,2020-12-16,2020-12-22,207.1646,209.47,84.5248,194.87,0.37,6,MA10_BREAK,UPTREND
8084,2020-12-29,2021-01-04,72.8,72.7,121.7728,-12.18,-0.035,6,MA5_BREAK_HALF,UPTREND
3034,2020-12-23,2021-01-05,210.7875,236.8065,41.5938,1082.23,4.108,13,MA5_BREAK_HALF,UPTREND
8084,2020-12-29,2021-01-26,72.8,94.4,121.7728,2630.29,7.502,28,MA10_BREAK,UPTREND
3034,2020-12-23,2021-01-28,210.7875,264.143,41.5938,2219.26,8.423,36,MA10_BREAK,UPTREND
1616,2021-05-04,2021-05-04,9.6343,9.3111,1896.859,-613.05,-1.0,0,STOP,UPTREND
3678,2021-10-04,2021-10-04,19.0984,18.2975,952.8659,-763.15,-1.0,0,STOP,CHOPPY
1443,2022-08-24,2022-08-25,20.2,20.2,896.18,0.0,0.0,1,BE_STOP,CHOPPY
4907,2023-05-24,2023-06-01,33.8747,32.9441,534.4054,-497.33,-1.0,8,STOP,UPTREND
2312,2023-07-20,2023-07-20,15.6527,15.5067,1152.5573,-168.29,-0.5,0,STOP,UPTREND
2312,2023-07-21,2023-07-21,15.5573,15.4122,1158.2761,-168.09,-0.5,0,STOP,UPTREND
6449,2023-08-14,2023-08-14,61.7534,60.5926,291.4598,-338.32,-1.0,0,STOP,CHOPPY
6884,2023-10-05,2023-10-16,60.3105,57.0795,297.7317,-961.95,-1.0,11,STOP,CHOPPY
4938,2023-10-12,2023-10-20,71.8299,69.0813,249.9347,-686.97,-1.0,8,STOP,UPTREND
6884,2023-10-19,2023-10-26,61.8397,58.5269,287.5945,-952.75,-1.0,7,STOP,CHOPPY
6640,2023-10-20,2023-10-31,118.3946,113.079,150.1437,-798.12,-1.0,11,STOP,CHOPPY
3711,2023-12-15,2023-12-18,124.669,122.2341,140.4688,-342.03,-1.0,3,STOP,UPTREND
3711,2023-12-19,2023-12-21,122.8013,120.4028,142.3511,-341.43,-1.0,2,STOP,UPTREND
2471,2023-12-14,2023-12-26,50.8901,48.6423,344.4946,-774.35,-1.0,12,STOP,UPTREND
3689,2024-03-15,2024-03-15,71.1855,68.0905,243.7173,-754.31,-1.0,0,STOP,UPTREND
1612,2024-04-23,2024-05-03,33.3842,31.8639,516.8572,-785.74,-1.0,10,STOP,CHOPPY
6629,2024-05-13,2024-05-16,90.4801,90.4801,189.6177,0.0,0.0,3,BE_STOP,UPTREND
2249,2024-06-05,2024-06-05,105.1529,101.3674,163.1588,-617.64,-1.0,0,STOP,UPTREND
2249,2024-06-07,2024-06-19,99.7406,109.0188,85.6192,794.39,2.584,12,MA5_BREAK_HALF,UPTREND
2249,2024-06-07,2024-06-24,99.7406,106.6993,85.6192,595.79,1.938,17,MA10_BREAK,UPTREND
2850,2024-10-14,2024-10-22,91.2901,91.2901,188.993,0.0,0.0,8,MA10_BREAK,UPTREND
3008,2025-02-03,2025-02-03,2552.4064,2552.4064,6.7596,0.0,0.0,0,BE_STOP,UPTREND
3008,2025-02-06,2025-02-10,2646.9402,2596.3296,6.5182,-329.89,-1.0,4,STOP,UPTREND
3008,2025-02-11,2025-02-14,2580.7667,2531.4214,6.6693,-329.1,-1.0,3,STOP,UPTREND
3090,2025-06-04,2025-06-20,73.8741,70.6373,232.4337,-752.33,-1.0,16,STOP,CHOPPY
2357,2025-06-26,2025-06-26,665.0,633.7304,25.6794,-802.98,-1.0,0,STOP,CHOPPY
