ticker,entry_date,exit_date,entry,exit,shares,pnl,r_multiple,hold_days,reason,regime
GEO,2016-12-30,2017-06-22,15.7637,20.738,765.6807,3808.71,3.944,174,F3_FAIL,UPTREND
CTRE,2017-06-14,2017-06-29,12.1746,12.0511,1112.7985,-137.39,-0.127,15,F3_FAIL,UPTREND
UAL,2017-05-30,2017-07-19,80.9,74.428,170.6162,-1104.23,-1.0,50,STOP,UPTREND
AORT,2017-06-23,2017-07-27,19.5,17.94,699.4395,-1091.13,-1.0,34,STOP,UPTREND
ITRI,2017-06-05,2017-08-03,69.25,69.25,201.0328,0.0,0.0,59,STOP,UPTREND
MOH,2017-06-19,2017-08-03,68.85,63.342,194.0805,-1069.0,-1.0,45,STOP,UPTREND
SCHW,2017-07-03,2017-08-17,38.4986,35.4188,349.1277,-1075.28,-1.0,45,STOP,UPTREND
APPF,2017-09-18,2017-10-26,44.75,44.75,316.0394,0.0,0.0,38,STOP,UPTREND
TFIN,2017-08-01,2017-11-07,28.5,29.85,471.9132,637.08,0.592,98,F3_FAIL,UPTREND
ENTG,2017-10-27,2017-11-29,30.9259,28.4519,502.2399,-1242.58,-1.0,33,STOP,UPTREND
MKSI,2017-09-14,2017-12-12,80.4092,87.346,174.7104,1211.94,1.078,89,F3_FAIL,UPTREND
COHU,2017-09-13,2017-12-22,18.8738,21.6995,748.6753,2115.55,1.871,100,F4_FAIL,UPTREND
LNTH,2017-12-28,2017-12-29,22.3,20.516,699.2031,-1247.38,-1.0,1,STOP,UPTREND
TPH,2018-01-04,2018-01-25,19.25,18.22,813.0281,-837.42,-0.669,21,F3_FAIL,UPTREND
HLI,2018-01-26,2018-02-01,43.4684,39.9909,387.8942,-1348.89,-1.0,6,STOP,UPTREND
PTCT,2018-02-05,2018-02-09,24.24,22.3008,677.73,-1314.25,-1.0,4,STOP,UPTREND
TTWO,2017-08-03,2018-03-23,87.24,99.7,154.4688,1924.68,1.785,232,F4_FAIL,UPTREND
CWST,2017-12-19,2018-04-11,21.74,24.36,729.3032,1910.77,1.506,113,F4_FAIL,UPTREND
ALGN,2017-04-25,2018-04-13,121.47,261.72,111.7814,15677.35,14.433,353,F4_FAIL,UPTREND
ASGN,2018-04-17,2018-04-26,85.41,78.5772,200.6298,-1370.86,-1.0,9,STOP,CHOPPY
PENG,2018-06-07,2018-06-07,25.29,23.2668,725.9755,-1468.79,-1.0,0,STOP,UPTREND
PEN,2018-05-14,2018-06-15,152.75,152.75,115.4459,0.0,0.0,32,STOP,CHOPPY
CZR,2018-06-07,2018-06-18,45.35,41.722,404.8494,-1468.79,-1.0,11,STOP,UPTREND
TTWO,2018-06-19,2018-07-30,118.91,118.91,153.022,0.0,0.0,41,STOP,UPTREND
OXY,2018-06-08,2018-08-08,71.5711,67.5685,247.3622,-990.07,-0.699,61,F3_FAIL,UPTREND
MSGS,2018-08-07,2018-08-15,215.2986,211.1152,87.634,-366.6,-0.243,8,F3_FAIL,UPTREND
QDEL,2018-05-02,2018-09-21,57.36,64.84,296.3805,2216.92,1.63,142,F3_FAIL,CHOPPY
DRI,2018-08-16,2018-09-21,91.3493,91.3493,209.5974,0.0,0.0,36,STOP,UPTREND
VNOM,2018-09-24,2018-10-11,26.8361,24.6892,737.1783,-1582.64,-1.0,17,STOP,UPTREND
CF,2018-06-19,2018-10-24,37.1545,37.1545,489.7349,0.0,0.0,127,STOP,UPTREND
RNG,2017-04-11,2018-10-25,28.7486,74.8761,455.0335,20989.57,20.056,562,F4_FAIL,UPTREND
AZO,2018-08-15,2018-11-06,756.0,781.02,25.5512,639.29,0.414,83,F4_FAIL,UPTREND
FTNT,2017-12-14,2018-11-15,8.56,14.55,1818.7747,10894.46,8.747,336,F4_FAIL,UPTREND
OLLI,2018-11-01,2018-11-15,93.65,86.158,192.9345,-1445.46,-1.0,14,STOP,CHOPPY
VST,2018-11-13,2018-11-20,21.1707,19.477,838.7353,-1420.53,-1.0,7,STOP,CHOPPY
KWR,2018-12-03,2018-12-06,195.9635,180.2864,88.9613,-1394.65,-1.0,3,STOP,CHOPPY
WDAY,2019-01-31,2019-03-04,180.5,180.5,95.6168,0.0,0.0,32,STOP,CHOPPY
KTOS,2019-02-01,2019-03-14,15.75,15.75,1096.5801,0.0,0.0,41,STOP,CHOPPY
NEO,2019-04-01,2019-04-17,21.1,19.412,868.1488,-1465.44,-1.0,16,STOP,CHOPPY
OLED,2019-04-04,2019-05-06,156.393,156.393,117.6196,0.0,0.0,32,STOP,UPTREND
CLH,2019-04-04,2019-05-23,72.2,66.424,254.7769,-1471.59,-1.0,49,STOP,UPTREND
MTD,2019-06-28,2019-07-30,835.3,768.476,23.1664,-1548.07,-1.0,32,STOP,UPTREND
WING,2019-07-31,2019-08-01,87.8602,80.8313,236.6659,-1663.48,-1.0,1,STOP,UPTREND
RNG,2019-02-01,2019-09-12,92.3648,127.1327,186.9882,6501.18,4.705,223,F3_FAIL,CHOPPY
UPBD,2019-02-27,2019-09-17,13.1829,19.1086,1359.1813,8054.14,5.619,202,F4_FAIL,CHOPPY
FICO,2019-04-02,2019-10-01,273.19,303.28,66.9165,2013.52,1.377,182,F4_FAIL,UPTREND
CPAY,2019-09-06,2019-10-02,302.48,278.2816,69.2079,-1674.72,-1.0,26,STOP,UPTREND
ZBH,2019-09-18,2019-10-02,131.2228,120.7249,152.8795,-1604.9,-1.0,14,STOP,UPTREND
LDOS,2019-05-08,2019-10-22,66.8554,72.76,285.1837,1683.91,1.104,167,F3_FAIL,UPTREND
CTRE,2019-10-24,2019-10-29,17.8985,17.2191,1082.1935,-735.26,-0.474,5,F3_FAIL,UPTREND
CMG,2019-03-07,2019-11-05,12.2884,14.8152,1454.1849,3674.43,2.57,243,F4_FAIL,CHOPPY
VIAV,2019-11-01,2019-11-12,15.92,15.67,1216.5292,-304.13,-0.196,11,F3_FAIL,UPTREND
DE,2019-11-04,2019-11-19,162.9994,159.2396,119.9911,-451.14,-0.288,15,F3_FAIL,UPTREND
AMKR,2019-11-01,2019-12-03,11.6731,10.7392,1659.1309,-1549.37,-1.0,32,STOP,UPTREND
WD,2019-11-13,2019-12-27,54.7484,54.6153,356.7346,-47.49,-0.03,44,F3_FAIL,UPTREND
KBR,2019-12-17,2020-01-23,28.2596,25.9988,694.6549,-1570.45,-1.0,37,STOP,UPTREND
WDC,2020-01-24,2020-01-27,53.2718,49.01,387.3215,-1650.66,-1.0,3,STOP,UPTREND
MANH,2020-01-29,2020-02-05,87.32,80.3344,229.9502,-1606.34,-1.0,7,STOP,UPTREND
PFGC,2020-02-06,2020-02-10,53.0,53.99,383.2636,379.43,0.233,4,F3_FAIL,UPTREND
CDW,2019-04-18,2020-02-21,96.9298,123.9016,186.8392,5039.39,3.478,309,F4_FAIL,UPTREND
RGEN,2019-12-23,2020-02-24,93.28,93.28,212.3679,0.0,0.0,63,STOP,UPTREND
CZR,2019-12-17,2020-02-25,55.61,55.61,353.006,0.0,0.0,70,STOP,UPTREND
LGIH,2020-02-11,2020-02-25,90.87,83.6004,225.3052,-1637.88,-1.0,14,STOP,UPTREND
TER,2019-10-11,2020-02-27,59.3533,59.3533,330.855,0.0,0.0,139,STOP,CHOPPY
FBIN,2019-11-26,2020-02-27,49.8298,49.8298,390.0842,0.0,0.0,93,STOP,UPTREND
GSHD,2020-02-28,2020-03-02,50.2078,50.2078,383.4843,0.0,0.0,3,STOP,CHOPPY
CWEN,2020-03-02,2020-03-10,15.4837,15.4837,1243.1707,0.0,0.0,8,STOP,CHOPPY
RNG,2020-01-03,2020-03-13,170.3454,170.3454,116.9219,0.0,0.0,70,STOP,UPTREND
NOW,2020-05-21,2020-05-27,78.104,71.8557,233.7306,-1460.42,-1.0,6,STOP,CHOPPY
MOH,2020-05-05,2020-06-04,178.31,178.31,102.6553,0.0,0.0,30,STOP,CHOPPY
KNX,2020-06-02,2020-06-10,38.4639,38.268,474.5021,-92.91,-0.064,8,F3_FAIL,CHOPPY
TMO,2020-05-19,2020-06-15,340.5929,335.7134,53.5711,-261.4,-0.179,27,F3_FAIL,CHOPPY
PZZA,2020-06-18,2020-06-30,71.309,65.6043,260.2059,-1484.4,-1.0,12,STOP,CHOPPY
ALRM,2020-07-10,2020-08-03,70.33,64.7036,282.7907,-1591.09,-1.0,24,STOP,UPTREND
UCTT,2020-07-21,2020-08-27,24.77,24.77,814.1722,0.0,0.0,37,STOP,UPTREND
RH,2020-08-28,2020-09-04,329.64,303.2688,64.3021,-1695.72,-1.0,7,STOP,UPTREND
EBAY,2020-05-29,2020-09-18,40.2159,44.2591,452.8088,1830.77,1.257,112,F3_FAIL,CHOPPY
KKR,2020-08-04,2020-09-24,34.6842,31.9095,630.8183,-1750.36,-1.0,51,STOP,UPTREND
PBI,2020-10-20,2020-10-20,5.255,5.255,4196.7284,0.0,0.0,0,STOP,UPTREND
WRLD,2020-10-21,2020-10-22,113.92,104.8064,192.9474,-1758.45,-1.0,1,STOP,UPTREND
DOCU,2020-06-11,2020-11-17,145.0,211.91,126.9618,8495.01,5.768,159,F4_FAIL,CHOPPY
FIVE,2020-12-02,2020-12-07,160.11,163.37,148.026,482.56,0.255,5,F3_FAIL,UPTREND
LQDT,2020-12-08,2020-12-08,12.16,12.16,1964.613,0.0,0.0,0,STOP,UPTREND
AHCO,2020-12-08,2020-12-09,35.35,35.35,675.8047,0.0,0.0,1,STOP,UPTREND
LQDT,2020-12-14,2020-12-14,14.94,14.94,1593.6944,0.0,0.0,0,STOP,UPTREND
SSTK,2020-10-09,2020-12-15,48.5248,57.7287,443.8238,4084.92,2.371,67,F3_FAIL,UPTREND
WST,2020-07-15,2020-12-16,233.7934,264.0864,83.7644,2537.48,1.62,154,F4_FAIL,UPTREND
RCUS,2020-12-16,2020-12-28,31.38,28.8696,755.332,-1896.19,-1.0,12,STOP,UPTREND
AHCO,2020-12-10,2020-12-29,36.4,36.4,642.2863,0.0,0.0,19,STOP,UPTREND
RCUS,2020-12-29,2020-12-31,28.79,26.4868,838.3628,-1930.92,-1.0,2,STOP,UPTREND
SAM,2020-07-13,2021-01-14,604.52,910.71,32.8461,10057.13,6.331,185,F3_FAIL,UPTREND
IDXX,2020-12-18,2021-01-26,478.49,478.49,50.3792,0.0,0.0,39,STOP,UPTREND
FCX,2021-01-04,2021-01-26,25.4311,25.4311,928.4762,0.0,0.0,22,STOP,UPTREND
TWLO,2020-12-30,2021-01-27,352.34,352.34,67.6911,0.0,0.0,28,STOP,UPTREND
USPH,2021-01-28,2021-01-29,121.9598,112.203,188.6173,-1840.3,-1.0,1,STOP,UPTREND
CORT,2021-01-19,2021-02-09,28.47,28.47,847.8473,0.0,0.0,21,STOP,UPTREND
ALRM,2021-01-15,2021-02-23,99.51,91.5492,245.6623,-1955.67,-1.0,39,STOP,UPTREND
XPEL,2021-02-03,2021-02-23,54.53,54.53,438.5156,0.0,0.0,20,STOP,UPTREND
PGNY,2021-01-27,2021-02-25,43.5,43.5,537.1513,0.0,0.0,29,STOP,UPTREND
NTAP,2021-02-02,2021-02-25,59.2608,54.52,398.2958,-1888.27,-1.0,23,STOP,UPTREND
REZI,2021-02-24,2021-02-25,27.98,25.7416,881.2585,-1972.61,-1.0,1,STOP,UPTREND
CDNS,2020-06-19,2021-03-12,94.98,125.74,195.4168,6011.02,4.048,266,F3_FAIL,CHOPPY
KBH,2021-04-19,2021-04-20,46.2894,42.5863,498.7925,-1847.1,-1.0,1,STOP,UPTREND
LSCC,2021-04-22,2021-04-30,54.53,50.1676,415.1569,-1811.08,-1.0,8,STOP,UPTREND
PINS,2020-09-09,2021-05-04,34.62,62.3,572.5647,15848.59,9.994,237,F4_FAIL,UPTREND
PHM,2021-04-27,2021-05-12,53.7252,53.7252,431.1025,0.0,0.0,15,STOP,UPTREND
BCC,2021-05-04,2021-05-12,52.2032,52.2032,425.1699,0.0,0.0,8,STOP,UPTREND
PWR,2021-05-10,2021-05-19,99.9052,91.9128,227.4552,-1817.92,-1.0,9,STOP,UPTREND
SBH,2021-05-13,2021-05-26,22.53,21.62,948.3348,-862.98,-0.505,13,F3_FAIL,UPTREND
PIPR,2021-05-26,2021-05-28,107.333,109.5554,200.0415,444.57,0.259,2,F3_FAIL,UPTREND
WST,2021-05-26,2021-06-01,342.8857,336.0396,62.6187,-428.69,-0.25,6,F3_FAIL,UPTREND
ADNT,2021-04-27,2021-06-09,48.64,48.64,476.1729,0.0,0.0,43,STOP,UPTREND
VVV,2021-06-10,2021-06-14,33.8002,33.1066,659.5557,-457.46,-0.257,4,F3_FAIL,UPTREND
NVRI,2021-06-02,2021-06-16,23.33,22.34,968.4694,-958.78,-0.53,14,F3_FAIL,UPTREND
CC,2021-06-03,2021-06-17,31.2746,28.7726,710.7747,-1778.33,-1.0,14,STOP,UPTREND
PGNY,2021-05-27,2021-06-22,60.98,60.98,355.4469,0.0,0.0,26,STOP,UPTREND
MTD,2021-06-17,2021-06-28,1345.4,1381.67,16.3031,591.31,0.337,11,F3_FAIL,UPTREND
MUR,2021-06-28,2021-06-30,21.4363,19.7214,992.383,-1701.84,-1.0,2,STOP,UPTREND
STAA,2021-06-24,2021-07-06,155.0,142.6,137.5291,-1705.36,-1.0,12,STOP,UPTREND
REZI,2021-03-02,2021-07-19,25.82,25.82,922.1549,0.0,0.0,139,STOP,UPTREND
AMN,2021-07-01,2021-08-10,97.39,105.0,217.8042,1657.49,0.977,40,F3_FAIL,UPTREND
TT,2021-05-07,2021-08-11,170.2572,182.2657,131.5815,1580.1,0.882,96,F3_FAIL,UPTREND
CYTK,2021-08-30,2021-09-09,33.13,30.4796,688.918,-1825.91,-1.0,10,STOP,UPTREND
NOW,2021-08-10,2021-09-23,117.6,132.844,182.8493,2787.35,1.62,44,F3_FAIL,UPTREND
SNPS,2021-08-06,2021-09-28,292.33,301.93,73.0342,701.13,0.41,53,F3_FAIL,UPTREND
CDNS,2021-08-13,2021-09-28,152.32,152.32,143.8357,0.0,0.0,46,STOP,UPTREND
MCHP,2021-09-27,2021-09-29,74.2781,69.3828,301.1651,-1474.31,-0.824,2,F3_FAIL,UPTREND
SYNA,2021-08-24,2021-10-04,174.5,174.5,128.1508,0.0,0.0,41,STOP,UPTREND
STLD,2021-04-27,2021-10-11,50.8166,56.8581,455.7773,2753.59,1.486,167,F4_FAIL,UPTREND
CZR,2021-10-05,2021-10-28,118.72,109.2224,181.335,-1722.25,-1.0,23,STOP,CHOPPY
RRR,2021-10-14,2021-11-03,45.4154,41.7821,476.1897,-1730.11,-1.0,20,STOP,CHOPPY
ANIP,2021-11-05,2021-11-10,51.04,46.9568,456.545,-1864.16,-1.0,5,STOP,UPTREND
EOG,2021-11-08,2021-11-19,77.4956,71.2959,297.9598,-1847.25,-1.0,11,STOP,UPTREND
DFIN,2021-11-12,2021-11-19,50.85,46.782,448.3998,-1824.09,-1.0,7,STOP,UPTREND
OXM,2021-11-02,2021-11-26,83.3321,83.3321,267.3058,0.0,0.0,24,STOP,UPTREND
WSM,2021-11-03,2021-11-30,90.533,90.533,248.9266,0.0,0.0,27,STOP,UPTREND
AYI,2021-11-08,2021-11-30,215.7879,198.5249,107.0059,-1847.25,-1.0,22,STOP,UPTREND
DFIN,2021-11-24,2021-12-13,47.51,43.7092,467.5229,-1776.96,-1.0,19,STOP,UPTREND
DY,2021-12-07,2021-12-14,95.11,90.56,217.9572,-991.71,-0.598,7,F3_FAIL,UPTREND
PENG,2022-01-03,2022-01-05,36.18,33.2856,614.2941,-1778.01,-1.0,2,STOP,UPTREND
ON,2021-12-03,2022-01-07,64.47,64.47,328.8495,0.0,0.0,35,STOP,UPTREND
MTD,2021-12-28,2022-01-07,1680.22,1545.8024,13.4137,-1803.04,-1.0,10,STOP,UPTREND
EPAM,2021-07-12,2022-01-10,536.82,536.82,39.4503,0.0,0.0,182,STOP,UPTREND
TER,2021-12-01,2022-01-10,153.0367,153.0367,138.5041,0.0,0.0,40,STOP,UPTREND
KLAC,2022-01-13,2022-01-19,427.1814,393.0069,46.2917,-1582.0,-1.0,6,STOP,UPTREND
AOS,2021-12-13,2022-01-21,77.3603,71.1715,281.357,-1741.27,-1.0,39,STOP,UPTREND
ARCB,2021-09-16,2022-01-28,70.0748,83.9386,321.5616,4458.08,2.473,134,F4_FAIL,UPTREND
CFR,2022-03-23,2022-04-01,126.7853,123.3891,149.8598,-508.96,-0.335,9,F3_FAIL,CHOPPY
THC,2022-03-29,2022-04-04,92.12,84.7504,206.4383,-1521.37,-1.0,6,STOP,CHOPPY
CARG,2022-04-01,2022-04-20,42.82,39.3944,438.095,-1500.74,-1.0,19,STOP,CHOPPY
NUE,2022-04-14,2022-04-22,154.9292,154.9292,120.9139,0.0,0.0,8,STOP,CHOPPY
FANG,2022-04-21,2022-04-22,118.5289,109.0466,157.1255,-1489.91,-1.0,1,STOP,CHOPPY
QLYS,2022-04-20,2022-04-29,147.37,135.5804,126.917,-1496.3,-1.0,9,STOP,CHOPPY
CORT,2022-07-28,2022-08-04,28.97,26.6524,624.4814,-1447.3,-1.0,7,STOP,CHOPPY
KDP,2022-08-18,2022-09-16,36.5065,33.586,500.4415,-1461.55,-1.0,29,STOP,CHOPPY
LTC,2022-07-29,2022-09-20,32.9291,32.9291,549.6864,0.0,0.0,53,STOP,CHOPPY
VRTX,2022-08-10,2022-09-26,301.2,277.104,60.1096,-1448.4,-1.0,47,STOP,CHOPPY
AZO,2022-07-20,2022-09-28,2224.8101,2169.4399,8.1739,-452.59,-0.311,70,F4_FAIL,CHOPPY
CASY,2022-11-15,2022-11-23,232.2147,234.8777,75.6435,201.44,0.143,8,F3_FAIL,CHOPPY
DINO,2022-11-23,2022-12-02,56.3901,51.8789,312.1975,-1408.39,-1.0,9,STOP,CHOPPY
STLD,2022-12-05,2022-12-16,102.7463,94.5266,172.095,-1414.57,-1.0,11,STOP,CHOPPY
GPC,2022-11-25,2023-01-03,166.9631,153.606,105.4676,-1408.74,-1.0,39,STOP,CHOPPY
HALO,2022-11-11,2023-01-04,54.37,54.37,323.4162,0.0,0.0,54,STOP,CHOPPY
FLR,2022-12-05,2023-01-05,35.65,32.798,495.9921,-1414.57,-1.0,31,STOP,CHOPPY
BMRN,2023-01-26,2023-02-14,116.0,106.72,145.7201,-1352.28,-1.0,19,STOP,CHOPPY
OXM,2023-03-06,2023-03-10,106.506,97.9855,157.3641,-1340.82,-1.0,4,STOP,CHOPPY
JBL,2023-03-06,2023-03-15,84.7787,77.9964,197.6936,-1340.82,-1.0,9,STOP,CHOPPY
FIVE,2023-02-14,2023-04-21,203.88,200.59,82.2847,-270.72,-0.202,66,F3_FAIL,CHOPPY
ALGN,2023-04-14,2023-04-27,341.67,314.3364,49.0568,-1340.9,-1.0,13,STOP,UPTREND
PANW,2023-04-03,2023-04-28,99.005,91.0846,166.7913,-1321.05,-1.0,25,STOP,CHOPPY
LNTH,2023-04-26,2023-05-02,89.17,82.0364,184.3774,-1315.27,-1.0,6,STOP,UPTREND
WING,2023-05-01,2023-05-03,198.0081,198.0081,82.0415,0.0,0.0,2,STOP,UPTREND
APLS,2023-05-08,2023-05-16,92.39,84.9988,177.5208,-1312.09,-1.0,8,STOP,UPTREND
WST,2023-04-06,2023-05-17,343.0599,343.0599,47.905,0.0,0.0,41,STOP,UPTREND
EXP,2023-05-18,2023-06-08,160.0575,166.0622,101.153,607.4,0.469,21,F3_FAIL,UPTREND
VRSN,2023-05-19,2023-06-29,223.9261,220.1828,73.8071,-276.28,-0.209,41,F3_FAIL,UPTREND
NWS,2023-06-09,2023-07-05,18.9103,19.282,908.4047,337.7,0.246,26,F3_FAIL,UPTREND
JBSS,2023-04-24,2023-07-13,92.254,99.3275,180.8742,1279.41,0.958,80,F3_FAIL,UPTREND
ACLS,2023-07-19,2023-07-20,191.62,176.2904,93.0337,-1426.17,-1.0,1,STOP,UPTREND
LW,2023-03-21,2023-07-27,94.0921,96.404,173.7674,401.75,0.307,128,F3_FAIL,CHOPPY
SNPS,2023-04-03,2023-08-10,385.18,431.39,42.8713,1981.08,1.5,129,F3_FAIL,CHOPPY
AMPH,2023-08-09,2023-08-10,64.7,59.524,271.6994,-1406.32,-1.0,1,STOP,UPTREND
EXTR,2023-08-03,2023-08-16,29.32,29.32,592.9789,0.0,0.0,13,STOP,UPTREND
APO,2023-07-12,2023-08-17,75.9377,75.9377,227.9861,0.0,0.0,36,STOP,UPTREND
UFPT,2023-05-02,2023-09-06,147.3,171.15,110.1242,2626.46,2.024,127,F4_FAIL,UPTREND
TDS,2023-08-30,2023-09-06,18.8699,18.8699,886.3923,0.0,0.0,7,STOP,UPTREND
PR,2023-09-05,2023-09-11,13.6051,12.5167,1255.4406,-1366.43,-1.0,6,STOP,UPTREND
PHM,2023-07-13,2023-09-21,78.8257,72.5196,219.709,-1385.5,-1.0,70,STOP,UPTREND
WST,2023-08-30,2023-09-21,411.6993,378.7634,40.627,-1338.09,-1.0,22,STOP,UPTREND
GKOS,2023-09-01,2023-10-04,75.36,69.3312,225.0685,-1356.89,-1.0,33,STOP,UPTREND
PLUS,2023-10-10,2023-10-24,65.6306,60.3801,250.1,-1313.14,-1.0,14,STOP,CHOPPY
SFM,2023-09-26,2023-11-14,42.16,41.69,393.2499,-184.83,-0.139,49,F3_FAIL,CHOPPY
COR,2023-11-03,2023-12-18,190.8225,196.4538,90.3335,508.69,0.369,45,F3_FAIL,CHOPPY
HNI,2023-12-05,2023-12-28,37.5503,39.3384,492.2073,880.12,0.595,23,F3_FAIL,UPTREND
MLKN,2023-12-01,2023-12-29,23.8296,24.7094,759.5896,668.31,0.462,28,F3_FAIL,UPTREND
CRVL,2024-01-02,2024-01-17,81.5133,76.45,233.3405,-1181.48,-0.776,15,F3_FAIL,UPTREND
MOG-A,2023-10-10,2024-01-31,115.106,137.9773,142.6007,3261.46,2.484,113,F3_FAIL,CHOPPY
RCL,2024-02-01,2024-02-06,127.3224,117.1366,141.5685,-1441.99,-1.0,5,STOP,UPTREND
LPG,2023-05-10,2024-02-13,16.0372,28.9708,1014.4167,13120.1,10.081,279,F4_FAIL,UPTREND
WDAY,2024-01-19,2024-03-04,286.76,286.76,64.3332,0.0,0.0,45,STOP,UPTREND
MPWR,2024-02-06,2024-03-19,640.8716,640.8716,27.9603,0.0,0.0,42,STOP,UPTREND
MKSI,2024-02-14,2024-03-19,117.2606,117.2606,155.808,0.0,0.0,34,STOP,UPTREND
CG,2024-02-14,2024-03-19,41.1953,42.7215,443.5009,676.87,0.463,34,F3_FAIL,UPTREND
AJG,2024-03-20,2024-03-25,249.3976,241.1587,75.9684,-625.9,-0.413,5,F3_FAIL,UPTREND
SW,2024-04-08,2024-04-16,44.0783,40.552,435.5644,-1535.91,-1.0,8,STOP,UPTREND
XPO,2024-03-06,2024-04-18,125.0,115.0,153.6128,-1536.13,-1.0,43,STOP,UPTREND
THC,2024-03-20,2024-04-18,102.28,94.0976,185.2398,-1515.71,-1.0,29,STOP,UPTREND
KBH,2023-12-06,2024-04-22,53.1493,60.7852,345.9309,2641.46,1.796,138,F3_FAIL,UPTREND
PR,2024-04-19,2024-05-23,15.6846,14.4299,1140.997,-1431.69,-1.0,34,STOP,CHOPPY
WCC,2024-05-24,2024-05-31,184.6489,176.2437,97.4102,-818.75,-0.569,7,F3_FAIL,UPTREND
TOL,2023-12-12,2024-06-10,91.4273,117.6778,195.1588,5123.01,3.589,181,F3_FAIL,UPTREND
OC,2024-05-28,2024-06-24,174.8722,171.2594,103.6943,-374.62,-0.258,27,F3_FAIL,UPTREND
AMZN,2023-12-29,2024-07-18,153.1,183.75,124.9552,3829.88,2.502,202,F3_FAIL,UPTREND
